STL,English,Type
always [0:1628] (wsrZ4_0 == PZGgP9F),For every time point in the first 1628 time units consistently the mode of wsrZ4_0 shall remain in PZGgP9F.,invariance_reachability
always ( EJsQdTmKdo == FR7dXVetoi and b == ZCNH1 -> not (KjaU >= 7) ),"If the state of signal EJsQdTmKdo is FR7dXVetoi and the mode of signal b is set to ZCNH1, then the following condition is true: at once the KjaU signal is never greater than or equal to 7.",immediate_response
always ( fall (bVAwE == 75) and wY == 55 -> vn8BSyTg == 40 ),"Globally, everytime when the transition action that bVAwE deviates from 75 is observed and the value of signal wY is equal to 55, then all of the following conditions hold: starting without any delay the value of vn8BSyTg ought to equal to 40.",immediate_response
always ( rise (Y__gu7A0eY == 77.4) -> eventually [0:2391] (f__lmJ > 6) ),"It is always the case that everytime when the value of Y__gu7A0eY is changed to 77.4, then the following condition holds: there ought to be ultimately a certain time instant within the subsequent 2391 time units, at which f__lmJ will keep larger than 6.",temporal_response
always ( rise (HVtOW4Iu == 64.71) -> p4nMj6a > 37.94 ),"In the case the scenario that the HVtOW4Iu signal gets changed to 64.71 is observed, then in response p4nMj6a has to be more than 37.94 at the same time point.",immediate_response
always ( HEn1Y49 == Fs -> (aoA4UxA6_ == 9) until (l >= 33.64) ),"While the mode of signal HEn1Y49 is in Fs then the aoA4UxA6_ signal has to be 9 and then this condition needs to sustain until l is eventually no less than 33.64, which needs to get observed at a time in the future before the execution ends.",temporal_response
always ( larAO > 3 -> (p_O_Em5QcF < 2856.3) until [0:11] (lEM47Iayh9 >= 9) ),"It is always the case that everytime when larAO is more than 3, then all of the following conditions are true: the value of signal p_O_Em5QcF shall be lower than 2856.3 then this condition will remain without interruption till the lEM47Iayh9 signal will be finally greater than or equal to 9 at a certain moment during the following 11 time units.",temporal_response
always ( g4OPXPr_ <= 4 and HJ6_17KZ == 71 -> always [12:27] (eventually [0:1291] (odNzbmU < 2)) ),"It is always the case that whenever the value of signal g4OPXPr_ stays at most 4, and HJ6_17KZ is equal to 71 then in response for each time point within the coming 12 to 27 time units there ought to be a certain moment during the first 1291 time units, at which eventually the value of signal odNzbmU will be less than 2.",stabilization_recurrence
always [0:76] (mHP4612 <= 4),"For each moment during the first 76 time units, the value of mHP4612 will have to be at most 4.",invariance_reachability
always ( rise (srlANoo > 0.47) -> always [0:78] (eventually [62:76] (j5C3o7c5H >= 4)) ),"When the scenario that the value of signal srlANoo gets larger than 0.47 happens, then the following condition holds: for each time point within 78 time units, there is a certain time point during the first 62 to 76 time units, at which ultimately the j5C3o7c5H signal is greater than or equal to 4.",stabilization_recurrence
always ( rise (eT > 66) -> (apV <= 4) until [0:3] (rise (KfW >= 26 and KfW <= 52)) ),"It is always the case that when the event that eT jumps to larger than 66 occurs then the following condition is true: there ought to exist a certain time point in the first 3 time units finally, at which the event that KfW enters the region [26, 52] will have to happen, until then the value of apV has to remain less than or equal to 4 consistently.",temporal_response
always ( not fall (pWHjGGKUUi >= 68) and Y_Iyi_dIOO >= 2 -> eventually [0:26.55] (rise (fqEj9zzm6 > 1718)) ),"It is always the case that in case that the scenario that the pWHjGGKUUi signal falls below 68 doesn't get detected, and Y_Iyi_dIOO keeps greater than or equal to 2, then there should be a certain moment within the next 26.55 time units, at which the scenario that fqEj9zzm6 crosses the threshold of 1718 is eventually detected.",temporal_response
always ( P0u7 == Ai7JBznB and TSfeD_ == 13 -> always [55:87] (eventually [69:93] (not fall (R4tOrUOb == XXq))) ),"In the event that the P0u7 signal is set to Ai7JBznB, and the value of TSfeD_ is equal to 13, then the following condition holds: for each moment in the next 55 to 87 time units at a time in the subsequent 69 to 93 time units, finally the scenario that the state of signal R4tOrUOb deviates from XXq ought not to get detected.",stabilization_recurrence
always ( Dy0oiyqu >= 97.48 -> eventually (always (SPD == mv14iC)) ),"Globally, whenever the value of Dy0oiyqu is greater than or equal to 97.48, then the following condition is true: eventually there needs to exist sometime in the future before the end of the execution, at which the SPD signal must be mv14iC and this condition needs to remain consistently in the future until the execution ends.",stabilization_recurrence
always ( c0lGW >= 37 and c0lGW <= 76 -> eventually [0:62] (hcqli >= 3 and hcqli < 5) ),"While the value of signal c0lGW is greater than or equal to 37 and less than or equal to 76, then there shall be a certain moment within the coming 62 time units, at which hcqli must remain no less than 3 and below 5.",temporal_response
always ( fall (J3NGFuXiY > 93 and J3NGFuXiY < 95) -> not fall (always (not (zQ_XigS5uX <= 30))) ),"It is always the case that when the scenario that the J3NGFuXiY signal gets out of the range (93, 95) takes place then the condition that consistently the zQ_XigS5uX signal won't be less than or equal to 30 in the future till the execution ends shouldn't be observed to change from true to false.",temporal_response
always ( (not (IBlFpt == YoEvf2)) since [0:3] (not (TFkD5gEDe > 5 and TFkD5gEDe < 10)) -> not (eventually [0:3] (fall (_TIrK >= 79 and _TIrK <= 98))) ),"When the state of IBlFpt isn't set to YoEvf2 and then stays like that since TFkD5gEDe wasn't greater than 5 and lower than 10, which would get detected at a certain time point in the last 3 time units then in response there must not exist any time instant during the subsequent 3 time units, at which the transition action that the _TIrK signal goes out of the bound [79, 98] is detected.",temporal_response
eventually [8:10] (not (yCc > 8)),"There will be a time during the first 8 to 10 time units eventually, at which the value of yCc should not be above 8.",invariance_reachability
always ( once (wY > 90) -> always [0:1] (eventually [0:5.82] (rise (oYlRam < 58.9))) ),"In case that at a certain moment during the past, wY once kept larger than 90, then in response for each moment within 1 time units there will exist a time within the following 5.82 time units ultimately, at which the scenario that the oYlRam signal decreases below 58.9 needs to get observed.",stabilization_recurrence
eventually [37:78] (Vsk6 >= 8.93 and rise (oi5d_4ZWy <= 855)),At a certain time instant starting between 37 to 78 time units ultimately the value of signal Vsk6 shall be greater than or equal to 8.93 and eventually the transition action that the oi5d_4ZWy signal becomes no more than 855 will happen.,invariance_reachability
always [0:24] ((nXO_7_3d2M >= 1196 and nXO_7_3d2M <= 1618) and (O2CXovCnVY > 80 and O2CXovCnVY <= 86)),"In the first 24 time units, uninterruptedly nXO_7_3d2M will have to remain greater than or equal to 1196 and at most 1618 and the value of signal O2CXovCnVY ought to stay higher than 80 and at most 86 all the time.",invariance_reachability
always ( rise (c == 42.95) -> always [0:30] (eventually [0:85] (rise (QwM0e6w6F < 62))) ),"It is always the case that when the transition action that the value of signal c shifts to 42.95 gets detected then in response for each moment during the first 30 time units, there needs to be a certain time point during the subsequent 85 time units eventually, at which the scenario that the QwM0e6w6F signal becomes below 62 will take place.",stabilization_recurrence
always ( rise (chYg2Gcx < 9) -> eventually (always [0:5] (cO3xW < 77.46)) ),"Globally, whenever the scenario that the value of signal chYg2Gcx becomes lower than 9 gets observed, then there must be eventually a certain moment in the future before the simulation ends, at which in the subsequent 5 time units, the value of cO3xW ought to be continuously below 77.46.",stabilization_recurrence
always ( eventually [0:5.73] (PT0YwUFQl >= 1 and PT0YwUFQl <= 4) -> (X58aVu >= 92) until [20:80] (eA7 == XH) ),"Globally, if there will eventually exist a time starting at most 5.73 time units, at which the value of PT0YwUFQl keeps greater than or equal to 1 and no larger than 4 then all of the following conditions hold: the mode of eA7 will stay in XH finally at a certain moment within the next 20 to 80 time units, until then X58aVu remains greater than or equal to 92 all the time.",temporal_response
always ( once [0:3] (rise (W5Xfk0tDc < 6)) -> eventually [7:9] (always (not (vq < 4))) ),"In the case there would be a certain moment within the last 3 time units, at which once the event that W5Xfk0tDc became less than 6 would happen, then all of the following conditions are true: after a time during the subsequent 7 to 9 time units, the value of signal vq shouldn't be smaller than 4 then this condition shall consecutively continue in the future until the end of the simulation.",stabilization_recurrence
always ( rise (cZye2xh7kl >= 918.1 and cZye2xh7kl <= 1047.3) -> YH1 >= 6 and YH1 <= 8 ),"It is always the case that if the transition action that the cZye2xh7kl signal enters the region [918.1, 1047.3] gets observed then in response the value of YH1 will be within the range [6, 8] starting without any delay.",immediate_response
always ( WR6NBYer0k <= 28 or tg_v0b <= 85 -> always (ratY3k0p1 < 9) ),"Globally, while the value of WR6NBYer0k is less than or equal to 28 or the value of signal tg_v0b is less than or equal to 85 then the following condition holds: ratY3k0p1 will be below 9 and shall remain like that consistently in the future until the end of the execution.",temporal_response
always [0:35] (not (lf >= 4)),Without interruption the value of signal lf must never be greater than or equal to 4 for every time instant within 35 time units.,invariance_reachability
always [0:1.11] ((UoH146 >= 635 and UoH146 <= 2518) and SkB3Qbr > 93),"For every moment during the first 1.11 time units, consecutively UoH146 will have to stay no less than 635 and less than or equal to 2518, and the value of SkB3Qbr is consecutively above 93.",invariance_reachability
always ( fall (YfNu > 63 and YfNu < 80) -> dhB8h == UNfHJRdR ),"On condition that the transition action that the value of signal YfNu goes out of the bound (63, 80) occurs, then the dhB8h signal will have to be instantly in UNfHJRdR.",immediate_response
always ( xaG == 86 -> rise (TG_ > 46 and TG_ < 79) ),"It is always the case that if the value of xaG is 86 then in response at the same time instant the event that the value of signal TG_ settles inside the bound (46, 79) ought to get observed.",immediate_response
always ( rise (uT >= 76) -> (l <= 0) since [0:10] (VSY == a7n) ),"Globally, if the scenario that the value of signal uT gets to greater than or equal to 76 occurs then all of the following conditions are true: l shall be no larger than 0 then consecutively this condition has to sustain since the mode of signal VSY was in a7n at a certain time point within the past 10 time units.",temporal_response
always ( rise (N >= 2785) -> always [8:10] (eventually [0:71.2] (rise (eZLSbtI3 == 50))) ),"Globally, in case that the scenario that the value of signal N increases to greater than or equal to 2785 is observed then all of the following conditions hold: for each time point during the next 8 to 10 time units at a time after at most 71.2 time units the event that the value of signal eZLSbtI3 gets shifted to 50 will finally take place.",stabilization_recurrence
always ( rise (x4M_Ouzul > 3.6) -> always [0:53] (eventually [0:86] (fall (U3N2kFuNb == 20.9))) ),"In the case the event that x4M_Ouzul gets raised above 3.6 gets detected, then the following condition holds: for each moment within the subsequent 53 time units there will be sometime within the coming 86 time units, at which the transition action that the U3N2kFuNb signal begins deviating from 20.9 will have to be observed.",stabilization_recurrence
always ( rise (vGg1 > 753.64) -> eventually [29:67] (always [36:100] (jSDi == o_B)) ),"If the event that the value of signal vGg1 becomes more than 753.64 happens, then all of the following conditions are true: there shall be a certain time instant in the following 29 to 67 time units eventually, at which the mode of jSDi must be set to o_B and then this scenario lasts without interruption for every time point in the next 36 to 100 time units.",stabilization_recurrence
always ( x0gl4_ > 2.21 and CvVu >= 85 -> eventually (k0_1CMm8 > 98.0) ),"On condition that the value of x0gl4_ is higher than 2.21, and CvVu is greater than or equal to 85 then in response there should exist sometime in the future before the execution ends, at which ultimately the value of k0_1CMm8 has to be above 98.0.",temporal_response
always [2081.96:2372.7] ((V4gS >= 0 and V4gS < 1) and HjbHVQhDQW >= 5),"For each time point within the first 2081.96 to 2372.7 time units the value of V4gS should stay greater than or equal to 0 and smaller than 1 continuously, and consistently the value of HjbHVQhDQW should be no less than 5.",invariance_reachability
always (O2kd == 10),In the future until the end of the execution the O2kd signal has to be uninterruptedly set to 10.,invariance_reachability
eventually [380:1623] (F8WifRQaD == cANeq5yqqy and WDdOa6T == 6.86),"There will have to be a certain time point within the first 380 to 1623 time units, at which the F8WifRQaD signal has to be finally set to cANeq5yqqy, and WDdOa6T needs to be 6.86.",invariance_reachability
always ( rise (tJEKR05eRG >= 1008) -> (not rise (D == 99)) until [0:8] (eIDL == 85) ),"When the scenario that the value of signal tJEKR05eRG becomes greater than or equal to 1008 occurs then all of the following conditions are true: finally there needs to be sometime within the next 8 time units, at which eIDL ought to be equal to 85, before that without interruption the D signal must never change to 99.",temporal_response
always ( rise (ciGCR > 0 and ciGCR < 9) -> TUl8_ >= 82 and TUl8_ <= 89 ),"Whenever the transition action that ciGCR settles inside the bound (0, 9) gets observed then all of the following conditions hold: the value of TUl8_ shall be no less than 82 and no larger than 89 right away.",immediate_response
always ( rise (WXS > 8 and WXS < 9) -> eventually [0:29.3] (always [0:67.7] (S == 5.45)) ),"It is always the case that whenever the scenario that the WXS signal enters the bound (8, 9) is detected, then all of the following conditions are true: finally after sometime in less than 29.3 time units, for every moment within the coming 67.7 time units, the S signal should keep equal to 5.45 all the time.",stabilization_recurrence
always ( rise (c6Lgnp >= 9) -> (not (fGgVP07 >= 96)) until [0:28] (k == b) ),"On condition that the transition action that c6Lgnp gets raised to greater than or equal to 9 happens, then all of the following conditions hold: the fGgVP07 signal will never be no less than 96 then this scenario should remain consecutively till the state of signal k will be in b eventually, which will be detected at a certain time instant during the coming 28 time units.",temporal_response
always ( (N3Mr3k <= 4) since (fall (PEO8LYAej == 2288)) -> always [0:9] (eventually [8:10] (rise (Sk8 == 64))) ),"Whenever there was a time in the past starting from the beginning of the execution, at which the scenario that PEO8LYAej starts deviating from 2288 was detected once, after that N3Mr3k has been no more than 4 all the time, then the following condition holds: for each time instant during the next 9 time units at sometime during the next 8 to 10 time units the event that the value of Sk8 shifts to 64 occurs eventually.",stabilization_recurrence
always ( x9 == f3E -> eventually [71:83] (rise (r_rR5ButSc <= 0)) ),"It is always the case that in case that the state of x9 is set to f3E, then in response finally there will be a certain time point during the coming 71 to 83 time units, at which the transition action that r_rR5ButSc falls to at most 0 ought to be observed.",temporal_response
always ( rise (Sx2Jjum1rZ >= 90.5) -> eventually [0:75] (always [0:47.59] (B == 63)) ),"Globally, in case that the scenario that the Sx2Jjum1rZ signal goes to greater than or equal to 90.5 takes place then the following condition is true: finally after a certain moment in the following 75 time units the B signal will have to be equal to 63 then this scenario needs to hold all the time for each time point within the next 47.59 time units.",stabilization_recurrence
always ( (bOBxu_u >= 47) since [0:33.33] (Rkvi == 6) -> eventually [0:74] (always (OXsf == 1.08)) ),"In case that the value of signal bOBxu_u has been keeping at least 47 all the time since the Rkvi signal is equal to 6, which once got detected at a certain time point in the elapsed 33.33 time units, then in response eventually after a certain moment in the subsequent 74 time units, the value of signal OXsf must be equal to 1.08 and then this condition will hold without interruption in the future till the execution ends.",stabilization_recurrence
always ( fall (zVIISbECR > 75.05 and zVIISbECR < 79.61) -> eventually [0:299] (B >= 9) ),"When the transition action that the zVIISbECR signal leaves the range (75.05, 79.61) occurs, then in response B needs to ultimately keep at least 9 at a certain moment during the next 299 time units.",temporal_response
always ( (ZqaG == 8) until [0:27] (yF_XLnqx == 27) -> (uhB2_Ygf1n > 0) until [0:5] (rise (OtVTps > 242 and OtVTps < 628)) ),"Globally, whenever the value of ZqaG is equal to 8 and stays like that consecutively until there is eventually a certain moment within the next 27 time units, at which yF_XLnqx will be equal to 27 then in response there shall exist sometime after at most 5 time units eventually, at which the transition action that OtVTps settles inside the bound (242, 628) needs to be observed, and until then the value of uhB2_Ygf1n is larger than 0 continuously.",temporal_response
always ( f7R >= 0 and f7R <= 9 -> eventually (always (cGCoKcSeQp <= 56)) ),"Whenever the f7R signal is greater than or equal to 0 and less than or equal to 9 then in response there should be a certain time instant in the future before the end of the simulation ultimately, after which continuously cGCoKcSeQp will stay at most 56 in the future.",stabilization_recurrence
always ( historically (m >= 7 and m <= 13) -> eventually [0:3] (not (MF == 17)) ),"Globally, everytime when m has uninterruptedly stayed in the interval [7, 13] in the past since the beginning of the simulation then all of the following conditions hold: there will have to exist sometime in the following 3 time units, at which MF oughtn't to be equal to 17 ultimately.",temporal_response
always ( rise (JKtro5zEY1 == FQv_GK) -> always [0:884.25] (eventually [0:69] (FsypR6sVR > 41 and FsypR6sVR < 60)) ),"In the case the transition action that the JKtro5zEY1 signal is changed to FQv_GK gets detected then for every time point during the next 884.25 time units, at a certain time point during the next 69 time units, the value of signal FsypR6sVR will be greater than 41 and less than 60 finally.",stabilization_recurrence
always ( rise (DbJj0 > 665.8 and DbJj0 < 761.3) -> rise (historically [0:1610] (WejzicgIWy == 5)) ),"Globally, when the event that the value of signal DbJj0 enters the bound (665.8, 761.3) gets detected, then the condition that the value of WejzicgIWy is equal to 5 all the time for the elapsed 1610 time units ought to be observed to change from false to true.",temporal_response
always ( fall (TmWJTt > 6 and TmWJTt < 7) -> eventually [0:67] (yI6 > 85 and yI6 < 98) ),"It is always the case that whenever the scenario that the TmWJTt signal goes out of the bound (6, 7) gets observed, then all of the following conditions are true: there shall exist a time during the coming 67 time units, at which yI6 eventually stays larger than 85 and below 98.",temporal_response
always [0:4] (x0yr == Yz),Uninterruptedly x0yr will have to stay in Yz for each moment in the first 4 time units.,invariance_reachability
eventually [0:49] (fall (qo4 == 5.0) or seY > 298.3),At a time in the first 49 time units the scenario that the value of qo4 becomes not set to 5.0 should finally occur or the value of signal seY has to be larger than 298.3 ultimately.,invariance_reachability
always ( rise (orn == 2080) or NI == 3 -> eventually [0:32.61] (always [0:26] (V7Zhr8 >= 18)) ),"It is always the case that if the transition action that the value of signal orn gets shifted to 2080 is observed or the value of NI is equal to 3 then the following condition holds: after a time starting at most 32.61 time units for every time point within 26 time units, V7Zhr8 ought to stay no less than 18 consecutively.",stabilization_recurrence
always ( XttOfLHm >= 3.8 or not fall (a >= 10.3 and a <= 45.6) -> eLF >= 5 and eLF <= 6 ),"In case that the XttOfLHm signal keeps at least 3.8, or the event that the a signal goes out of the bound [10.3, 45.6] isn't observed then in response immediately the eLF signal should be greater than or equal to 5 and less than or equal to 6.",immediate_response
always ( rise (SG == 22) -> fall (l == 118) and rise (XCDAqju <= 6.6) ),"It is always the case that whenever the event that SG becomes equal to 22 is detected then the following condition is true: the event that the value of signal l starts deviating from 118 ought to be observed starting without any delay, and the transition action that the value of XCDAqju gets to no more than 6.6 is immediately detected.",immediate_response
always ( fall (CV == 49) -> not rise (_9n == FiiYw) ),It is always the case that everytime when the scenario that the CV signal begins deviating from 49 gets observed then all of the following conditions are true: at the same time instant the state of _9n shall never enter FiiYw.,immediate_response
always ( not fall (once [0:7.7] (not (yDXb == As09wr2pu))) -> eventually [6:10] (always [0:38] (tRnptkV_ == lDJx1_kg8m)) ),"Globally, when the condition that the state of yDXb wasn't set to As09wr2pu once at sometime in the elapsed 7.7 time units doesn't change from true to false then the following condition is true: at a certain moment within the coming 6 to 10 time units uninterruptedly tRnptkV_ should remain in lDJx1_kg8m for each moment during the subsequent 38 time units.",stabilization_recurrence
always ( fI3Gu6n <= 8.6 and ewJ_X >= 10 -> always [0:8] (eventually [8:10] (rise (mMIL7 == e40Zt8A))) ),"Globally, during the interval that the value of signal fI3Gu6n is at most 8.6 and the ewJ_X signal is at least 10 then the following condition holds: for every moment during the first 8 time units, the mode of mMIL7 will have to get set to e40Zt8A at a certain time point starting between 8 to 10 time units.",stabilization_recurrence
always ( rise (b7bm <= 6) -> rise (Wvn5AB3P >= 2) or rise (KYeJyA > 92.0) ),"Globally, everytime when the event that the value of signal b7bm decreases to less than or equal to 6 is observed, then all of the following conditions are true: the event that the value of signal Wvn5AB3P jumps to greater than or equal to 2 shall get detected promptly, or the event that the value of signal KYeJyA becomes greater than 92.0 takes place at the same time point.",immediate_response
always ( (P7RK >= 6 and P7RK <= 9) and V5xF == euf6L4NaH -> rX <= 21 ),"It is always the case that if P7RK is greater than or equal to 6 and at most 9, and the state of V5xF is in euf6L4NaH then all of the following conditions hold: rX shall be less than or equal to 21 in no time.",immediate_response
always ( D4XT == LJN4bPB or (CM_ >= 55.1 and CM_ <= 93.0) -> eventually (always [1.0:6.4] (cZGYQto < 1)) ),"If the mode of signal D4XT is set to LJN4bPB or the value of CM_ is in the closed interval [55.1, 93.0] then in response there needs to eventually exist a certain time point in the future before the execution ends, at which cZGYQto shall be less than 1 then this condition will consistently last between 1.0 to 6.4 time units.",stabilization_recurrence
always ( rise (kJC9qeA == 7) -> eventually [0:30] (always [0:7] (sw == iQisOvBh)) ),"Globally, when kJC9qeA gets equal to 7, then all of the following conditions are true: there is finally a certain moment during the subsequent 30 time units, after which sw must keep in iQisOvBh without interruption within the next 7 time units.",stabilization_recurrence
eventually (PNf8T == 5.4 and rise (g64rRH > 86)),"There needs to exist a certain time instant in the future before the simulation ends, at which PNf8T will have to be 5.4, and the event that the value of signal g64rRH becomes bigger than 86 gets detected finally.",invariance_reachability
always [1:4] (GFmO18Rho_ == 3 and lRPKYS == tnX2IpPU),For every moment during the first 1 to 4 time units the value of GFmO18Rho_ ought to continuously keep equal to 3 and uninterruptedly the mode of lRPKYS shall remain in tnX2IpPU.,invariance_reachability
always ( eventually [7:9] (pBzUnAJ0 == GtsA) -> always [72:93] (HJ5vqPZZv == v6) ),It is always the case that everytime when at a certain time point within the following 7 to 9 time units the pBzUnAJ0 signal will be GtsA eventually then the HJ5vqPZZv signal will be consistently staying in v6 for every moment during the first 72 to 93 time units.,temporal_response
