stl,English,Type
always ( rise (q == dhEuFHdos) -> BM <= 1 ),"Globally, if the transition action that the mode of signal q becomes dhEuFHdos gets detected, then the following condition holds: right away the value of BM will be at most 1.",immediate_response
always ( (QOOqyMJ > 2040 and QOOqyMJ <= 2573) or mL7 <= 100 -> (PuEF5YToiE >= 1 and PuEF5YToiE <= 7) and s9yz < 58 ),"It is always the case that whenever the QOOqyMJ signal is larger than 2040 and less than or equal to 2573, or mL7 remains at most 100, then all of the following conditions hold: at the same time instant the value of PuEF5YToiE will be greater than or equal to 1 and less than or equal to 7, and without any delay s9yz ought to be below 58.",immediate_response
always ( ArXY < 11 and not fall (xiIXZ == 10) -> igQ_ == 8.0 ),"Globally, whenever ArXY is less than 11 and the transition action that the value of signal xiIXZ starts deviating from 10 doesn't occur, then the following condition holds: right away the igQ_ signal ought to be equal to 8.0.",immediate_response
always ( not fall (PPbe8f == 1338.6) -> eventually (fall (av > 0 and av < 8)) ),"If the event that PPbe8f deviates from 1338.6 doesn't occur then the following condition is true: at sometime in the future before the simulation ends, the transition action that the value of signal av goes out of the bound (0, 8) must be observed finally.",temporal_response
always ( oOXK2dTPH >= 0 and oOXK2dTPH <= 7 -> sr >= 65 and sr <= 83 ),"It is always the case that if the value of signal oOXK2dTPH is greater than or equal to 0 and less than or equal to 7, then at once the value of sr will have to be in [65, 83].",immediate_response
eventually [0:66.5] (K > 8 and uE9XD1pfhI == OnEoHGM),At sometime in less than 66.5 time units the value of K ought to be above 8 finally and the uE9XD1pfhI signal should be OnEoHGM ultimately.,invariance_reachability
always ( fall (oJuM == Kd76r1zgx) -> eventually [0:3] (always [0:96.89] (oUy >= 0)) ),"Globally, in case that the scenario that the state of signal oJuM leaves Kd76r1zgx gets observed then all of the following conditions hold: after a time within the first 3 time units for each time instant during the coming 96.89 time units the oUy signal ought to keep greater than or equal to 0.",stabilization_recurrence
always ( rise (mB1BEBDdy > 6) -> eventually [0:18] (always (BnQZGoKNG == OmxYAqLj3S)) ),"It is always the case that everytime when the transition action that the mB1BEBDdy signal gets above 6 is detected, then all of the following conditions hold: there must be eventually sometime within the first 18 time units, at which in the future before the end of the simulation, the mode of signal BnQZGoKNG will consistently stay in OmxYAqLj3S.",stabilization_recurrence
always ( rise (JNh1ztyYy > 3) or Lu2DlqBb9 == 94.3 -> once [0:5] (A6pjx4UP <= 8.38) ),"Globally, in case that the event that the value of signal JNh1ztyYy becomes greater than 3 is observed or the value of signal Lu2DlqBb9 is 94.3 then the following condition holds: at a time during the past 5 time units, A6pjx4UP had to be less than or equal to 8.38.",temporal_response
always [0:1580] (vlcZ3tOV == 5.2 and p_uIFFIKD > 46),For each time instant during the first 1580 time units consistently the value of signal vlcZ3tOV should remain on 5.2 and p_uIFFIKD shall continuously remain above 46.,invariance_reachability
always ( fall (uz__I9 > 7.1 and uz__I9 <= 7.6) and rise (Ek < 6) -> (whedpnBxK == KtWp) until [0:7] (va08HeZ == 34) ),"Everytime when the scenario that the value of signal uz__I9 leaves the range (7.1, 7.6] gets detected, and the event that Ek decreases below 6 happens, then whedpnBxK is KtWp then this scenario will last till the va08HeZ signal will eventually equal to 34, which will be detected at a certain moment during the subsequent 7 time units.",temporal_response
always ( qi7Tb4K4hE == lnhIxh and bsL6i > 507 -> eventually (Pa8om >= 0.15) ),"When the state of signal qi7Tb4K4hE is in lnhIxh and the bsL6i signal is above 507, then the value of Pa8om has to be greater than or equal to 0.15 at a certain time point in the future before the execution ends.",temporal_response
always ( rise (FqMTE > 9) -> eventually (k726 >= 18 and k726 < 80) ),"In case that the scenario that the value of signal FqMTE exceeds 9 occurs then all of the following conditions are true: there must eventually exist a certain moment in the future, at which the k726 signal should stay greater than or equal to 18 and less than 80.",temporal_response
always ( M > 7.41 or U65 == sBzUIkDfR3 -> (JC3 == 2492.8) since [0:8.0] (wCNVTnq_3p >= 12 and wCNVTnq_3p < 22) ),"In the event that the M signal is higher than 7.41 or U65 remains in sBzUIkDfR3 then the following condition is true: the value of signal JC3 shall be uninterruptedly equal to 2492.8 since once wCNVTnq_3p was no less than 12 and below 22, which must get observed at a certain time instant before less than 8.0 time units.",temporal_response
always ( not (historically [0:5.62] (nEikGo > 2691.24 and nEikGo < 2901.84)) -> not (always [0:2980] (jRS35nx > 6)) ),Everytime when the nEikGo signal did not consecutively remain larger than 2691.24 and less than 2901.84 for the last 5.62 time units then in response the following condition shan't be true: for every time point in the first 2980 time units consecutively jRS35nx will be remaining larger than 6.,temporal_response
always ( rise (i > 8) -> (UuFcOALhr0 >= 66 and UuFcOALhr0 <= 93) until [23:38] (Sd0943JWaE > 59 and Sd0943JWaE < 64) ),"It is always the case that if the event that the value of i crosses the threshold of 8 is detected, then the following condition is true: at sometime within the first 23 to 38 time units Sd0943JWaE should be finally higher than 59 and below 64, and before this the UuFcOALhr0 signal needs to keep greater than or equal to 66 and less than or equal to 93 continuously.",temporal_response
eventually (not (CK10nwaNd >= 4)),"There should be a time in the future before the end of the execution, at which ultimately the value of CK10nwaNd will not be greater than or equal to 4.",invariance_reachability
always ( historically [0:7] (i2BPMoJuOa >= 68.09) -> rise (once (fall (_1L2 == QEktB))) ),"It is always the case that in case that the value of i2BPMoJuOa has been keeping greater than or equal to 68.09 consistently within the past 7 time units, then in response the following condition will shift from false to true: there would once exist sometime in the past from the start of the simulation, at which the event that the mode of _1L2 becomes not set to QEktB took place.",temporal_response
always ( (BUiScyW <= 1931) until (rise (BI4y7pw024 >= 28.56 and BI4y7pw024 <= 76.8)) -> eventually [0:6] (rise (ov9 == LxX3wF)) ),"It is always the case that when the value of signal BUiScyW is no more than 1931 and will hold like this consistently until there exists a certain moment in the future before the simulation ends, at which the transition action that the BI4y7pw024 signal enters the region [28.56, 76.8] finally occurs then in response the mode of ov9 will have to finally enter LxX3wF at sometime within the following 6 time units.",temporal_response
always [963.8:2481.0] (jG == 8.4 or l == 4),"For every time instant in the first 963.8 to 2481.0 time units, the value of signal jG will be uninterruptedly staying equal to 8.4 or uninterruptedly the l signal ought to be 4.",invariance_reachability
always ( rise (i == 1246.16) -> Rr > 99 ),In the case the event that the value of i gets changed to 1246.16 takes place then in response the Rr signal must be over 99 at once.,immediate_response
always ( USx2 <= 2 and HzftX_ <= 98 -> always [0:1279] (eventually [0:2] (rise (YpcZZhOVO < 49))) ),"Globally, while the USx2 signal is at most 2 and HzftX_ is no more than 98, then all of the following conditions hold: for each moment during the following 1279 time units there ought to be ultimately a certain time instant within the following 2 time units, at which the YpcZZhOVO signal shall get lower than 49.",stabilization_recurrence
always ( rise (FM5e <= 379) -> historically [0:2631] (heGB0vXCgN == 0) ),As soon as the scenario that FM5e becomes less than or equal to 379 occurs then the following condition holds: the heGB0vXCgN signal must be 0 continuously during the last 2631 time units.,temporal_response
always ( rise (i_ == cCbtb18no) -> always (Zp0 == 15.8) ),"Whenever the scenario that i_ gets set to cCbtb18no is detected, then the following condition is true: in the future until the end of the simulation, without interruption the value of Zp0 has to remain equal to 15.8.",temporal_response
always ( gBGj > 10 and not (_Msz == lO9Ku) -> zBymAtlcN == w8gxOl ),It is always the case that in case that gBGj is above 10 and _Msz isn't in lO9Ku then in response instantly the state of zBymAtlcN is in w8gxOl.,immediate_response
always [0:3] (Gsq > 8 and (oY > 19 and oY <= 65)),"During the first 3 time units Gsq consistently remains greater than 8, and consecutively the value of signal oY has to remain larger than 19 and less than or equal to 65.",invariance_reachability
always ( vW_r0WrY == eYH_F or rise (z_17dsqKOR > 6) -> always (eventually [0:2528] (rise (tj1cC == 2101))) ),"It is always the case that if the vW_r0WrY signal is set to eYH_F, or the scenario that the z_17dsqKOR signal exceeds the threshold of 6 is detected, then the following condition holds: for every moment in the future till the end of the simulation at a certain time point during the coming 2528 time units, the event that the value of signal tj1cC gets equal to 2101 will happen finally.",stabilization_recurrence
always ( fall (aq2 > 4 and aq2 < 42) -> always [0:14.27] (eventually [0:9] (rise (WTWzc == 2714))) ),"If the scenario that the value of signal aq2 leaves the range (4, 42) is detected, then the following condition holds: for each time point in the next 14.27 time units, the transition action that the value of signal WTWzc becomes equal to 2714 gets observed finally at a time in less than 9 time units.",stabilization_recurrence
always ( rise (Fai0vumBc == 7) -> eventually (always [0:1] (D > 8.2)) ),"Globally, when the transition action that Fai0vumBc gets changed to 7 takes place, then all of the following conditions are true: there will have to exist a certain time instant in the future before the simulation ends, after which the D signal will have to be higher than 8.2 and will uninterruptedly keep like this for each moment during the next 1 time units.",stabilization_recurrence
always ( xtx == 52.5 and z_E == 4.12 -> not (always [0:2] (Ns >= 5.67)) ),"In the case the value of xtx is 52.5, and the value of z_E is 4.12 then in response the value of signal Ns won't be at least 5.67 consecutively for every time point in the coming 2 time units.",temporal_response
always (k7w5 >= 10 or KE9badU9 == 2494),"In the future till the execution ends, uninterruptedly the k7w5 signal ought to stay at least 10 or the value of signal KE9badU9 ought to stay at 2494 all the time.",invariance_reachability
always ( fall (YYfmaly9 == 1) and QO3ooX2 >= 76 -> always [0:416] (eventually [0:50] (rise (TJrSlEXn3 < 35))) ),"Everytime when the scenario that the YYfmaly9 signal starts not equaling to 1 takes place, and the value of QO3ooX2 is at least 76, then in response for every time point within the first 416 time units the TJrSlEXn3 signal has to get less than 35 finally at a time within the subsequent 50 time units.",stabilization_recurrence
eventually [0:66] (rise (z > 2717)),The event that z crosses 2717 gets detected finally at a certain time point during the first 66 time units.,invariance_reachability
always ( not (always (not (EJpCZIZEk7 == 1561))) -> (not (rtcbs < 288)) until [0:74] (ipVE9W >= 26 and ipVE9W <= 33) ),"Globally, when the condition that uninterruptedly the value of signal EJpCZIZEk7 isn't 1561 in the future is not true, then all of the following conditions hold: the value of signal rtcbs must not be less than 288 and shall keep like this consecutively till ipVE9W is greater than or equal to 26 and less than or equal to 33 finally at a certain time point in the following 74 time units.",temporal_response
eventually [0:5] (gb_Am9 == 22.5),"At sometime in the first 5 time units, gb_Am9 should be eventually 22.5.",invariance_reachability
always ( rise (Fdwf7ASj <= 45) -> eventually [54:95] (always [7:8] (not (PRK8RT >= 5))) ),"It is always the case that whenever the scenario that the Fdwf7ASj signal drops to at most 45 occurs, then all of the following conditions are true: at sometime in the next 54 to 95 time units uninterruptedly PRK8RT is never no less than 5 for every time point within the next 7 to 8 time units.",stabilization_recurrence
always ( r5At2Reg8 < 26.46 and vjEgmWtFJ <= 1770.4 -> C036bPKo8 >= 7 and C036bPKo8 <= 10 ),"While the r5At2Reg8 signal keeps less than 26.46 and the vjEgmWtFJ signal is less than or equal to 1770.4, then all of the following conditions are true: at once the value of signal C036bPKo8 should stay greater than or equal to 7 and no more than 10.",immediate_response
always ( o_WoHEWT5i >= 1366 and o_WoHEWT5i <= 2266 -> eventually [0:77] (always [0:9] (MoOg < 7.4)) ),"It is always the case that if o_WoHEWT5i is no less than 1366 and less than or equal to 2266, then there will have to eventually exist a certain time instant in less than 77 time units, after which consistently the MoOg signal must stay less than 7.4 for each moment during the next 9 time units.",stabilization_recurrence
always ( rise ((o0u >= 2 and o0u < 8) since (rise (ip8gXqpG == 10))) -> eventually (always [1:9] (osMlp < 7)) ),"Globally, everytime when the subsequent condition will be detected to shift from false to true: the value of signal o0u has been remaining greater than or equal to 2 and lower than 8 without interruption since at a certain time instant in the past from the start of the execution, the scenario that the value of signal ip8gXqpG became equal to 10 happened once then all of the following conditions hold: at sometime in the future before the end of the execution, within the subsequent 1 to 9 time units the value of signal osMlp needs to continuously remain less than 7.",stabilization_recurrence
always ( qObsqi8m > 7 -> not (d_P7QWzWe8 == F07Yt) and S3nEX == V ),"Globally, if qObsqi8m is higher than 7 then the following condition is true: right away d_P7QWzWe8 should never be F07Yt and the S3nEX signal should be simultaneously set to V.",immediate_response
always ( fall (vijaXSZgu > 4 and vijaXSZgu < 6) -> rise (CvR8H7Nh9 == __) ),"Globally, when the transition action that the value of vijaXSZgu goes out of the bound (4, 6) is detected then all of the following conditions hold: at the same time instant the transition action that the state of CvR8H7Nh9 changes to __ should get detected.",immediate_response
always ( rise (Oxc > 8.4) -> p43sTB4 == abpc0 ),In the case the event that the value of Oxc increases above 8.4 occurs then all of the following conditions are true: the state of p43sTB4 ought to be in abpc0 at the same moment.,immediate_response
always (lpA1Uk == gT0WAoS),"In the future before the end of the execution, the lpA1Uk signal will remain in gT0WAoS all the time.",invariance_reachability
always ( rise (bOPMxZ == leeRA28LG0) -> eventually [62:83] (always [0:83] (KRB > 42.8)) ),"It is always the case that if the event that bOPMxZ enters leeRA28LG0 is detected then the following condition holds: there is eventually a certain moment during the following 62 to 83 time units, at which for the next 83 time units, the KRB signal keeps higher than 42.8 consistently.",stabilization_recurrence
always ( rise (LWIW1kn > 1) -> always [0:66] (eventually [0:40] (fall (S91y == wrx))) ),"In case that the scenario that the value of signal LWIW1kn goes above 1 occurs, then all of the following conditions hold: for each time instant during the first 66 time units, the event that the S91y signal deviates from wrx must eventually take place at sometime starting at most 40 time units.",stabilization_recurrence
always ( once [78.1:94.9] (ocYPZbIL == 6.81) -> once [0:51] (pXV_II == 70) ),"If there would exist a certain moment in the last 78.1 to 94.9 time units, at which ocYPZbIL would be once equal to 6.81, then the following condition is true: there will be a time in the past 51 time units, at which once the value of signal pXV_II ought to be equal to 70.",temporal_response
always ( rise (TIE31C4Ao6 <= 55) -> eventually (always [27:77] (kpFn > 8 and kpFn < 10)) ),"In the case the event that the value of TIE31C4Ao6 falls to less than or equal to 55 takes place then finally there must exist a certain moment in the future, at which the value of kpFn is above 8 and smaller than 10 and then this scenario will have to consecutively hold for every moment during the following 27 to 77 time units.",stabilization_recurrence
eventually [4.6:5.8] (rise (PlQDyyZ >= 93.2 and PlQDyyZ <= 99.8)),"The scenario that the value of signal PlQDyyZ enters the range [93.2, 99.8] will have to ultimately occur at a certain time point within the first 4.6 to 5.8 time units.",invariance_reachability
always ( rise (Cx5oRDUP9 <= 30) -> (o5WL7I >= 4 and o5WL7I <= 8) and KtbMMmd9 == DtLVF_j ),"When the transition action that Cx5oRDUP9 goes to less than or equal to 30 gets observed then the value of o5WL7I ought to be between 4 (closed) and 8 (closed), and starting without any delay KtbMMmd9 will have to be DtLVF_j.",immediate_response
eventually ((AHjB > 0.03 and AHjB < 0.71) and (aBJb_Zs > 14 and aBJb_Zs < 96)),"At a time in the future before the end of the simulation eventually the AHjB signal needs to be greater than 0.03 and less than 0.71, and finally aBJb_Zs shall be bigger than 14 and smaller than 96.",invariance_reachability
always ( not (w2c5PE0 < 3) or JnLxhJe <= 1 -> eventually (always (WV5794 == G)) ),"Globally, while the value of signal w2c5PE0 isn't less than 3, or the JnLxhJe signal is less than or equal to 1, then the following condition holds: there will have to be eventually sometime in the future before the execution ends, at which the state of signal WV5794 will have to be in G continuously in the future until the execution ends.",stabilization_recurrence
always ( Rx5twZ == 3.1 -> eventually [0:7] (VZyi > 3) ),"It is always the case that when Rx5twZ is 3.1 then the following condition is true: there ought to be a certain time instant in the following 7 time units, at which VZyi must be eventually higher than 3.",temporal_response
always ( (HCOh > 43 and HCOh <= 62) and (RHYJZdqltU >= 35 and RHYJZdqltU <= 43) -> eventually [0:32] (always [0:6] (not fall (NhWooiNfby == 38))) ),"Globally, everytime when HCOh remains higher than 43 and no larger than 62 and RHYJZdqltU keeps no less than 35 and less than or equal to 43, then the following condition is true: there has to be finally a certain moment in the subsequent 32 time units, after which the value of signal NhWooiNfby shouldn't begin deviating from 38 and then consistently this scenario will sustain during the coming 6 time units.",stabilization_recurrence
always [0:48] (mv11fv == 2150),For each moment within 48 time units consecutively the mv11fv signal will be keeping equal to 2150.,invariance_reachability
always [0:761] (dhC >= 2.7 and (XOk24lIR9Z > 8.1 and XOk24lIR9Z < 9.7)),"Within 761 time units, the value of signal dhC shall keep greater than or equal to 2.7 without interruption and the XOk24lIR9Z signal must continuously keep higher than 8.1 and below 9.7.",invariance_reachability
eventually [211:2881] (rise (Ny == 62) or UrN3 == 2592),"There shall exist a certain moment after between 211 to 2881 time units, at which the value of signal Ny gets shifted to 62, or the UrN3 signal will remain on 2592 finally.",invariance_reachability
always ( qZjr >= 12 and qZjr <= 61 -> not (PemVGY == ZuQG2) ),It is always the case that while the value of signal qZjr is at least 12 and less than or equal to 61 then all of the following conditions are true: at the same time PemVGY won't be in ZuQG2.,immediate_response
eventually [0:1] (fall (me5G == i)),The scenario that the mode of signal me5G begins deviating from i has to eventually get observed at a time during the first 1 time units.,invariance_reachability
always ( always (not (QXHNkn >= 25.51 and QXHNkn < 96.54)) -> always [23:53] (eventually [5.6:6.1] (rise (dlj <= 2028))) ),"It is always the case that when in the future until the end of the simulation, without interruption the value of QXHNkn remains in the outside of the range [25.51, 96.54) then the following condition is true: for each time point in the coming 23 to 53 time units, there should be a certain moment during the coming 5.6 to 6.1 time units ultimately, at which the event that dlj goes to less than or equal to 2028 occurs.",stabilization_recurrence
always ( not (HShisc7l_0 == Gw7D90_P5) and ToEgr7J == 2214 -> eventually [0:6.7] (always [0:1763] (rP < 1298.1)) ),"Globally, while the HShisc7l_0 signal isn't set to Gw7D90_P5, and ToEgr7J is equal to 2214, then the following condition holds: there must be eventually a certain time instant in less than 6.7 time units, after which within the coming 1763 time units consecutively rP will be keeping less than 1298.1.",stabilization_recurrence
always (not (szQo == 5.81) or not fall (An > 2476 and An < 2507)),"In the future until the execution ends the value of szQo will not be 5.81, or the scenario that the An signal gets out of the range (2476, 2507) will uninterruptedly not take place.",invariance_reachability
eventually [1:2] (rise (AZ_nb5Pz == 10)),"There needs to eventually exist a certain time point within 1 to 2 time units, at which the transition action that the value of AZ_nb5Pz becomes equal to 10 is detected.",invariance_reachability
always ( always [3:7] (cBu_ > 2823.21) -> once [4:7] (rise (FBmX0SzJ == Mtp6p_JlRr)) ),"If for every time point within the subsequent 3 to 7 time units the cBu_ signal uninterruptedly keeps above 2823.21 then the following condition is true: once there had to exist a time within the last 4 to 7 time units, at which the transition action that the mode of FBmX0SzJ became Mtp6p_JlRr got detected.",temporal_response
always ( rise (Cur <= 565) -> always [0:10] (eventually [0:2] (PFVwLlpwP > 2.1 and PFVwLlpwP < 3.3)) ),"When the scenario that the value of Cur decreases to less than or equal to 565 gets detected then the following condition holds: for each time point within the first 10 time units there is sometime during the next 2 time units finally, at which PFVwLlpwP will be larger than 2.1 and smaller than 3.3.",stabilization_recurrence
always [0:4.1] (bV1 == vcJag),The mode of bV1 should stay in vcJag continuously for every moment within the first 4.1 time units.,invariance_reachability
always ( rise (qwsnKU1 >= 51 and qwsnKU1 < 92) -> VDOPaH > 51 ),"Globally, when the scenario that the qwsnKU1 signal gets into the range [51, 92) is observed then all of the following conditions hold: at once the value of VDOPaH is more than 51.",immediate_response
always ( rise (Ur4 == KOxn) -> always [0:2] (jMM < 61) ),On condition that the scenario that the state of Ur4 gets changed to KOxn is detected then all of the following conditions are true: jMM has to be below 61 and then will be always remaining like this for each time point in the coming 2 time units.,temporal_response
always [0:9] ((C88 >= 70.6 and C88 < 84.0) or w22AyFBm1 == 18),"For each time instant in the first 9 time units uninterruptedly the value of C88 shall be greater than or equal to 70.6 and less than 84.0, or the w22AyFBm1 signal has to stay at 18 all the time.",invariance_reachability
always ( rise (cuXLqFXQwo >= 2 and cuXLqFXQwo <= 8) -> fall ((YYW4z > 0 and YYW4z < 1) until [0:100] (_XgC >= 62 and _XgC <= 80)) ),"It is always the case that whenever the scenario that the value of signal cuXLqFXQwo enters the region [2, 8] occurs, then in response the subsequent condition needs to be detected to change from true to false: the value of YYW4z is higher than 0 and lower than 1 and consistently this scenario will remain until the value of signal _XgC finally keeps in the range [62, 80], which will get observed at a certain moment during the coming 100 time units.",temporal_response
always ( TN5e_z8Jqc >= 81.4 -> always (eventually (EAl5ZzKf24 >= 32.3)) ),When the TN5e_z8Jqc signal is at least 81.4 then the following condition is true: for each time point in the future before the end of the simulation at a time in the future before the end of the execution finally the EAl5ZzKf24 signal shall be at least 32.3.,stabilization_recurrence
always ( rise (qqsEK == b) -> CK3b == 43 ),It is always the case that if the scenario that the mode of signal qqsEK gets changed to b is observed then CK3b needs to remain on 43 in no time.,immediate_response
always ( once [50.6:54.4] (LYnR_H >= 1.8) -> once [64.4:88.5] (szlQcuYX6 == o) ),"Globally, everytime when at a certain moment before between 50.6 to 54.4 time units once the LYnR_H signal was greater than or equal to 1.8, then all of the following conditions hold: there existed a time in the last 64.4 to 88.5 time units once, at which the mode of signal szlQcuYX6 would be set to o.",temporal_response
always [0:13] (HmpC == nGG),The mode of HmpC ought to be in nGG continuously for the first 13 time units.,invariance_reachability
always ( u9cRbwJHvl > 6 -> eventually [0:10] (always [0:10] (euiQSHga > 8.98)) ),"It is always the case that when the value of signal u9cRbwJHvl is greater than 6, then all of the following conditions are true: finally at a certain time instant during the subsequent 10 time units, the value of euiQSHga should be higher than 8.98 then this condition must consecutively remain for every moment within the subsequent 10 time units.",stabilization_recurrence
eventually [0:70.8] (rise (A2Qq9LKz < 2080) and w9 == UY85umbl),"At a certain time point during the first 70.8 time units, the transition action that the A2Qq9LKz signal falls below 2080 shall occur ultimately and the state of w9 needs to be in UY85umbl.",invariance_reachability
always ( rise (oMm == 32.8) -> always [0:0.36] (eventually [0:33] (fall (n640y8VGEW > 95 and n640y8VGEW < 98))) ),"Globally, whenever the event that the oMm signal changes to 32.8 gets detected then the following condition holds: for each time point within the following 0.36 time units the transition action that n640y8VGEW leaves the range (95, 98) shall ultimately take place at a time within the following 33 time units.",stabilization_recurrence
eventually [0:69] (E8F == 8 or Z == L52t7),"At a certain time instant starting at most 69 time units, the value of signal E8F is 8, or finally the Z signal should be set to L52t7.",invariance_reachability
eventually [74.0:83.6] (fall (iSTH7kr == 6)),"There shall exist a time starting between 74.0 to 83.6 time units eventually, at which the transition action that the value of signal iSTH7kr deviates from 6 needs to be detected.",invariance_reachability
eventually [70:92] (rise (AAw <= 13) and not (zrr <= 3)),"There should exist a certain time point within the first 70 to 92 time units, at which eventually the transition action that the value of signal AAw decreases to no more than 13 will have to happen, and the value of signal zrr won't be less than or equal to 3 finally.",invariance_reachability
always ( rise (W_B > 4.7 and W_B < 7.7) -> eventually [0:7.8] (always [0:39] (not (uFcH27n4A == 1950))) ),"As soon as the event that the W_B signal settles inside the bound (4.7, 7.7) takes place then all of the following conditions hold: after a time within 7.8 time units consistently the value of signal uFcH27n4A won't be set to 1950 for every time point in the subsequent 39 time units.",stabilization_recurrence
always ( rise (CKH == aaS5KzBovH) -> eventually [0:58] (always [0:63] (vVphFD43 == E)) ),"In the case the scenario that the state of signal CKH gets set to aaS5KzBovH happens then the following condition holds: there has to exist a time after at most 58 time units ultimately, at which for every time point during the subsequent 63 time units, the state of vVphFD43 will have to uninterruptedly stay in E.",stabilization_recurrence
always (tJff == 9.4 and VvPI1qws <= 7),"In the future before the simulation ends, the value of tJff should consecutively remain equal to 9.4 and uninterruptedly the value of VvPI1qws must stay at most 7.",invariance_reachability
always ( eventually [0:7] (fall (z_4J0 >= 1.89 and z_4J0 <= 9.4)) -> always (Gm0Xie == 3) ),"It is always the case that when there exists a certain moment after at most 7 time units, at which the scenario that the z_4J0 signal leaves the range [1.89, 9.4] gets observed ultimately then all of the following conditions are true: the value of Gm0Xie has to be 3 and then this scenario needs to consistently keep in the future until the end of the simulation.",temporal_response
always ( historically [0:69] (qDZk2WPR > 1056 and qDZk2WPR < 1196) -> eventually (always [2218:2465] (not (v > 539))) ),"Globally, when the value of signal qDZk2WPR has stayed larger than 1056 and less than 1196 all the time for the past 69 time units then all of the following conditions hold: there shall be a certain moment in the future before the execution ends finally, after which the value of signal v won't be larger than 539 and will be remaining like this uninterruptedly for every time point in the following 2218 to 2465 time units.",stabilization_recurrence
always ( (yMROvb >= 54 and yMROvb <= 69) and uM == 60.2 -> t > 1 and t < 7 ),"If the value of yMROvb is within [54, 69], and the uM signal equals to 60.2, then the following condition is true: at the same time instant t shall be greater than 1 and below 7.",immediate_response
always (Yos4Pew == E_c),In the future till the execution ends the mode of Yos4Pew shall stay in E_c.,invariance_reachability
always ( xskYY1h > 5 -> (lDWhb >= 1059) until (DLQk == 13) ),"Globally, when the xskYY1h signal is higher than 5, then the following condition holds: the value of signal lDWhb will be at least 1059 continuously till the value of DLQk is equal to 13, which will be observed at a time in the future before the end of the simulation finally.",temporal_response
always ( rise (E5NbvCP == n) -> WqJFyc00Lk < 92 ),"If the state of signal E5NbvCP gets shifted to n, then in response WqJFyc00Lk will remain below 92.",immediate_response
always ( FLOe < 34 and vcL == rX0X7PnW -> fall (MfvO == Vo4gbx) ),"Whenever the value of signal FLOe is smaller than 34 and the mode of vcL remains in rX0X7PnW, then the event that MfvO becomes not set to Vo4gbx gets observed instantly.",immediate_response
always ( rise (YtoVb_hZdl >= 13.25) -> always [0:1035] (kjb77pcmND == ajJpVU) ),In the case the scenario that the YtoVb_hZdl signal rises to greater than or equal to 13.25 occurs then the following condition is true: kjb77pcmND needs to be set to ajJpVU and then will have to continue like this consistently for every time point within the subsequent 1035 time units.,temporal_response
always ( YhvQBhO == jPvB and DmXwEit7yT == 3 -> (XI > 8) until [0:25] (ayB7mb >= 1138) ),"In the case the mode of YhvQBhO is in jPvB and the DmXwEit7yT signal remains on 3 then all of the following conditions hold: uninterruptedly the value of signal XI must remain above 8 till finally ayB7mb is at least 1138, which must get detected at sometime during the following 25 time units.",temporal_response
always ( fall (NFc >= 1 and NFc < 3) -> not (eventually [0:87] (E4a8_6 == 5)) ),"Whenever the transition action that the NFc signal gets out of the range [1, 3) gets detected then there shall not exist any time instant after at most 87 time units, at which E4a8_6 will be equal to 5.",temporal_response
always ( rise (RMhO >= 6) -> eventually [0:7] (always [0:34] (ML_bJfP8 == o)) ),"Globally, when the value of RMhO increases to greater than or equal to 6, then all of the following conditions are true: after sometime during the coming 7 time units for every moment within the next 34 time units, the mode of ML_bJfP8 will have to remain in o consistently.",stabilization_recurrence
always ( fall (imsEJye9_M == 35) -> always [0:3.3] (eventually [1.8:9.7] (rise (yor89K_U9b <= 4))) ),"It is always the case that when the event that the value of signal imsEJye9_M begins deviating from 35 is observed then the following condition is true: for every time instant in the next 3.3 time units, at sometime during the following 1.8 to 9.7 time units, the event that the value of signal yor89K_U9b falls to less than or equal to 4 will take place eventually.",stabilization_recurrence
always ( rise (ZFRWg6_K == 1391) -> not (sp < 5.9) ),Everytime when the transition action that ZFRWg6_K shifts to 1391 happens then at the same time the value of sp shall not be smaller than 5.9.,immediate_response
always ( rise (Vn < 2382.9) -> UKkxR == 2 ),"It is always the case that whenever the transition action that Vn decreases below 2382.9 occurs, then the following condition is true: the value of UKkxR needs to be 2 at the same moment.",immediate_response
always ( not (CuyR_n7z < 93.02) -> always [40:81] (eventually (IV55_AqL > 4 and IV55_AqL < 8)) ),"In the case CuyR_n7z is not smaller than 93.02, then the following condition holds: for each time instant during the following 40 to 81 time units there has to exist a certain time point in the future before the execution ends, at which IV55_AqL will be above 4 and less than 8 ultimately.",stabilization_recurrence
always ( rise (UCrt6c > 1) and not (xiNS <= 51) -> eventually [0:1] (always [0:5] (P02 == 86)) ),"As soon as the event that the value of signal UCrt6c increases above 1 occurs, and the value of signal xiNS is not at most 51, then all of the following conditions hold: after a certain time point within the coming 1 time units continuously the value of P02 ought to equal to 86 for the next 5 time units.",stabilization_recurrence
always ( cB5 > 92 and fall (CptdBa2 == 88.2) -> E6 > 3 and E6 <= 7 ),"It is always the case that whenever the cB5 signal is above 92, and the event that the value of signal CptdBa2 begins deviating from 88.2 occurs then the following condition is true: the value of E6 ought to stay larger than 3 and less than or equal to 7 immediately.",immediate_response
